"","X2014_APS_nm2_","X2014_EBITS_nm2_","X2014_DTA.TAY_nm2_","X2014_F03100_nm2_","X2014_F15400_nm2_","X2014_COGSSALES_nm2_","X2014_F05510_nm2_","X2014_ER_nm2_","X2014_F03400_nm2_","X2014_NET_nm2_","X2014_V16140_nm2_","X2014_CNS_nm2_","X2014_ROI_nm2_","X2014_LEV_nm2_","X2014_TATL_nm2_","X2014_RETA_nm2_","X2014_CARCL_nm2_","X2014_ARL_nm2_","X2014_NITA_nm2_","X2014_GL_nm2_","X2014_DEB_nm2_","X2014_ROL_nm2_","X2014_LD.LDE_nm2_","X2014_EBITDAIE_nm2_","X2014_CFD_nm2_","X2014_EC_nm2_","X2014_AL_nm2_","X2014_EBITIE_nm2_","X2014_EBITDA_nm2_","X2014_ROE_nm2_","not_survive"
"1",-0.304688718283475,0.373149137056728,4.52783148722714,-0.661643316438946,42.8301632267638,0.572748606635601,-0.660063149648219,0.346309829570096,-0.699784162956968,-0.462151075937667,1.44533734173556,-0.706037086226997,-0.346187802090146,-0.674490759476595,-0.395812663031441,-0.665435196714656,-0.404584887304245,1.86017205768039,0.158059334138323,-0.654051645553062,7.12705533384618,-0.0989356821520728,0.674490759476595,3.64902188091019,-0.668471383260866,-0.34618780208994,-0.681676064417796,6.10190602924764,-0.347396578459517,0.065803976534302,0
"2",37.3477295583096,17.6285154452122,0.980304951728654,-0.674490759476595,-0.674490759476595,52.3126060050414,-0.674490759476595,1592.80479328495,0.876837987319574,-9.48034234153214,1.54169316451793,0.626121622391583,-27.0504065394753,-0.674490759476595,-1.0283288129521,-0.736334380932709,-0.686556666716292,-0.687730299952737,-8.45560914847411,-0.687447841123328,37.9338953197984,-2.48111677338916,0.674490759476595,6.28001954142153,15.3258994815304,-27.0504065394674,9.67016925299725,5.20621340110119,0.072186302017562,-53.1038090631817,1
"3",0.319875974631522,1.92000098353966,-0.936792721495271,-0.674490759476595,-0.674490759476595,-0.27749583688717,-0.674490759476595,0.0251340531184597,-0.480574666127074,-0.549585063277226,-0.192711645564741,1.37677664488052,-0.0254269909626368,4.27177481001843,-0.604820067960955,-0.736334380932709,1.30406849927711,0.881941793184824,0.22933057057446,-0.687447841123328,-0.611436382528358,-0.159769072004781,0.432958830368786,1.66585781519813,0.997426669003358,-0.025426990962505,1.6159757206626,1.81937565092246,-0.715095554361474,-0.50998081814084,0
"4",-0.0589877673258866,-0.123950500673132,-0.936792721495271,0.684126341754832,-0.337245379738298,0.320725127073076,0.155096805655046,-1.33355914686788,-0.666059624983138,0.637019050616784,0.0963558227823707,-0.666475489622707,1.42132442724264,0.377513484781672,0.184775643046665,0.459865177417421,-0.55332677528382,-0.465331819736833,1.41279584339067,1.85026306777895,-0.208270517798722,1.25405598000912,0.594739650808922,-0.360935859959595,-0.631514960449091,1.42132442724226,-0.631614009220301,-0.326088097434564,-0.336117468769273,1.05286362454883,0
"5",0.595302217176359,-0.864882320702661,2.99773670878486,-0.674490759476595,8.76837987319574,-0.839111496620636,-0.674490759476595,0.617064999798341,24.2310805341967,-0.174867974679117,0.0963558227823707,3.05051583777098,-0.610736685449155,-0.607378848631269,-0.731847755514023,-0.736334380932709,-0.477076243370662,-0.167897002435777,-0.606160937981072,-0.687447841123328,7.30666477121388,-0.55302331116552,-1.01623274427807,-0.60608277236323,1.8223511113987,-0.610736685448891,0.930429181598089,-0.587798287221103,-0.406047948848786,-0.0164509941335755,1
"6",1.63364349086354,2.35377075271378,10.697568497075,-0.658431455679533,-0.674490759476595,3.61923442788202,3.73675094554948,5.02850109235084,-0.539592607581276,-4.05943512647951,11.948122025014,-0.541972585149189,-4.28525076672112,-0.236954949643476,-0.248105323012879,1.48895886390066,-0.232074006008562,2.79902283681943,-2.76005916159104,-0.682251337663224,0.510883758682874,-1.92037183472269,-1.01623274427807,7.54483751222012,-0.624032407212691,-4.28525076671977,-0.652914357564563,7.78599477279381,3.14687160357809,-3.43003227685049,0
"7",-0.296319390858558,0.752331014002303,1.47914640236095,-0.55886377213775,15.1760420882234,0.760923037293752,-0.674490759476595,0.964961957863504,-0.699784162956968,-0.662000189856658,-0.385423291129483,-0.680838867794096,-0.943061399353069,18.4759563133607,-0.307479977760426,-0.736334380932709,-0.798722377240495,-0.715688957728543,-1.3168571403681,0.0339099831944244,-0.692218168483928,-0.968148080020554,-0.774700815170261,0.548675391513671,-0.630758861778242,-0.943061399352662,-0.654644866946262,0.538815096619344,-0.669979115600498,-0.610514671179357,0
"8",2.26055582744248,0.234804732386676,-0.167471324513121,0.960346367064295,3.70969917712127,0.158551846504932,0.00721380491418818,0.594481189820015,0.556454876568191,-0.562075632897163,0.385423291129483,1.46504147996368,-0.588871077871114,-0.303032080344558,-0.557839656442368,-0.11557011783502,4.2954355204856,-0.50216491752809,-0.656526254614866,4.68055117317106,0.729902181643228,-0.568187482704217,0.661682248084514,-0.698873166102871,0.0176713583408925,-0.588871077870709,2.95737348992669,-0.690646713999546,-0.157907535663417,-0.526431812274416,0
"9",-0.831403512966481,1.50193239804875,0.324274403594514,-0.645584012641884,-0.674490759476595,3.03069657255468,-0.63481483244856,-5.1324856559843,-0.472143531633617,0.274792531638613,-0.867202405041337,0.612590688857831,6.43319976379182,46.3150321507261,4.65375281964265,-0.386589436104475,-0.529859907403706,0.396520086962642,8.504542322777,0.0639665592076641,-0.708884055993815,28.71436489737,-1.01623274427807,3.27883125531061,7.65473839529958,6.43319976379004,4.70525543169506,1.55346690194149,-0.525606511565374,-0.00822549706678779,0
"10",-0.919305473692296,-0.481411910159514,-0.360304892882797,0.50426213922774,-0.674490759476595,-0.606530373101199,0.973863663415405,-0.262463136533715,-0.421556724672872,-0.16237740505918,-0.770846582258966,-0.199667045955999,0.268409107566595,-0.674490759476595,19.9420101227137,2.04362682747518,1.1978089603106,1.19852116680799,0.183746116500997,19.7398917826896,-0.653472633827183,9.31285877648836,-1.01623274427807,1.30888828336996,6.06368276259987,0.268409107566561,3.67549552801758,1.32954374490487,-0.776002746688792,-0.50998081814084,0
